16790000,170860082560903844489115896
16790100,170860102581232144454181898
16790200,170799942740472463441057835
16790400,170405985831088707130933721
16790500,167994120734785025775132907
16790600,167994066933373467426286773
16790700,167994066930198988680970491
16790800,167990841205496036080216230
16790900,168125230637363526374017315
16791100,168160230637363526374017315
16791200,168160020642330562119731162
16791300,168160020031579933114876856
16791400,167859536816854226972233675
16791500,167840547462712533869201535
16791600,167840546266571320043644250
16791700,167840441269916191810300954
16791800,163666969996818853196171370
16791900,163580334519412100385549740
16792000,163496578347073682222061018
16792100,163485878724689612665824590
16792200,160491276616305043804739994
16792400,160579854398675149703753632
16792500,160569864772067673651044871
16792600,160500396182017762405718222
16792700,160692557783305166794830558
16792800,160683236091440488720548580
16792900,160479547609589338324247110
16793000,161691437242589338324247110
16793100,161691436914812068942024295
16793200,161262488751878571920365615
16793300,161260728227194211112734351
16793400,161260723187828972238778212
16793500,161383172636214091923173220
16793600,160567174372186285590831569
16793700,160642200084001308597275144
16793800,160844845209073043836922376
16793900,160891449515043333006316876
16794000,160737384758111681722086593
16794100,160771696073421255988718793
16794200,164502983068828328319493400
16794300,164443084532093469712582383
16794400,164498458706634321880773568
16794500,164564010799924160467351956
16794600,163520091272826132707744376
16794700,163425247705728927426818344
16794800,163446422896869010610739512
16794900,163436548200364704986332111
16795000,163431548350160763401420167
16795100,163389778536244413105563241
16795200,163418882562309974412310391
16795300,163908574743511782441881657
16795400,163985583496506688693083123
16795500,165316647714467409792123043
16795600,165306656425500809997755118
16795700,163303756036032019483866311
16795800,163303755850480225042756335
16795900,164161417228362899562734415
16796000,165160927247955672358588571
16796100,165183036587722846761052409
16796200,165293596919497536765421709
16796300,165321562479905130731659365
16796400,165319591708771135898504628
16796500,165394216079484006137553292
16796600,165394066912959239603878540
16796700,165367640715692188947421762
16796800,165396932716596159167779888
16796900,166322112326702878735093590
16797000,166999916328502878728933361
16797100,167092848677124483952419120
16797200,168068022902666505118021646
16797300,168107079631144892134408558
16797400,168123198623304592988092823
16797500,168128079600271346594680247
16797600,167907994738257874456900627
16797700,167926691506762544300063101
16797800,167850819935202422023951081
16797900,167850819850889901744526314
16798100,166547184661121042489970566
16798200,169619113685986860860739234
16798300,169705319919018942328363566
16798400,169690729282394801253083418
16798500,169657204261907281433004374
16798600,169371129969040844098341818
16798700,169652693817790887966326594
16798800,169652693673780783501464889
16798900,169658611131682604632821280
16799000,169603162737682637354126125
16799100,169607950277543633426554955
16799200,169713417121295969171098932
16799300,169683419211414817791379671
16799400,172356496630257179441990798
16799500,173175170146029818532946804
16799600,180498458052778613224330866
16799700,183420077322858388949770382
16799800,194350115794881554201279158
16799900,193769844479972922833711630
16800000,192654120301979391763243505
16800100,193182156008408999147170583
16800200,194411858435828684227499563
16800300,205037484002869976939066718
16800400,209373342042951273221797845
16800500,219005295485222929723602020
16800600,225681112691883875306150489
16800700,235684094654972326675795629
16800800,233658874204180404785988409
16800900,233661456983964878737510179
16801000,227780334993769570352920097
16801100,226699807243858393326756405
16801200,223357890003089175535581031
16801300,220845742875140326390579968
16801400,217666355740573244253994534
16801500,218694207149192891652875204
16801600,217297667090967927508229809
16801700,218404809676959550111667006
16801800,218790587433588448991010731
16801900,220708619879878900212512368
16802000,218513332486742108059974200
16802100,219010699858337680555478188
16802200,217236219635192489254177339
16802300,211533306697852906238056039
16802400,209098519353083460499690929
16802500,209820989292413298894551109
16802600,207762901981527361053811140
16802700,207482684832415292396157095
16802800,208298832142251064821367054
16802900,207579573057676746719322846
16803000,181484907832443985724293300
16803100,161174224866399292434155778
16803200,147748398484708501046973865
16803300,143612559152953480035964800
16803400,120613176450794859610677321
16803500,99172657162276784868940104
16803600,84088567584575672499825617
16803700,59928172799772954205443008
16803800,54841962930452615235598714
16803900,46647217997023421358845485
16804000,40209127131711638303717382
16804100,35860116382590655057298092
16804200,34122959550906808625786188
16804300,29883356612831355012686592
16804400,31793655026189949867622650
16804500,30087866490212887281360646
16804600,31573906876925570571965760
16804700,33907617173263942946696779
16804800,38574057099875192659594168
16804900,46227944635782752461130631
16805000,40968865766218220702144827
16805100,42483196672724048089557021
16805200,44341774967390307964180977
16805300,44466999612955991366597365
16805400,49561920370417876188674344
16805500,48810568583624468787616321
16805600,47015076979375868425144358
16805700,46521257619578103125616966
16805800,44449153885073027938532605
16805900,42347988581646611489336329
16806000,40964631976430495766412626
16806100,38812558889692405305371225
16806200,39018590447852384073882424
16806300,39521878040195035534039350
16806400,40763909153475225005167844
16806500,42916203646170431059223717
16806600,42696495508228666280387158
16806700,40572790037343330273908569
16806800,38070527170607254198834391
16806900,37274428751971549636809043
16807000,34752529149135502698072589
16807100,35349969353719018751723399
16807200,38620318124761056090950065
16807300,50910185187181259534754775
16807400,61083163023689144047573017
16807500,63433246134786210570251848
16807600,69746441526411522928612529
16807700,72375229750540014681259334
16807800,72448218828219616155909296
16807900,72683611169955686582041784
16808000,70747825966675965376086058
16808100,76103949711504361653953251
16808200,190541073735501971937450969
16808300,189963915561977931545918078
16808400,189902598271673395361757100
16808500,189859474253349525562950003
16808600,191182262160669724162825149
16808700,191810286447769474560851779
16808800,191083602810688796652330584
16808900,190402700736073401298339379
16809000,191914997367716913679715095
16809100,192059373464843428387868528
16809200,192067232687747361813169840
16809300,191819395549391047219346982
16809400,191767726311706770945027503
16809500,193150012447945324370677965
16809600,193067524493790435730762042
16809700,194061845814107381919151269
16809800,194621430516250958923977078
16809900,194702475928821379724194669
